file,paper,year,set,kind,bytes,sha256,is_pdf,pages,text_chars,questions,problem,source_url,key_status,notes
CS/2024/CS_2024_S2_KEY.pdf,CS,2024,2,KEY,313035,04ccb9fdda662d4c6674451525c73c5f599fce05ce6010f752a0803b5dad6948,True,2,1429,64 (1-65),,https://gate2024.iisc.ac.in/wp-content/uploads/2024/CS2FinalAnswerKey.pdf,final,Official IISc; PDF footer 'Computer Science & Information Technology (CS2) Final Answer Key'; uploaded 2024-03-14; session 6. 65 rows: GA 1-10 + CS-2 11-65; no MTA. Provisional key .../uploads/2024/CS2Key.pdf (2024-02-17) not saved. 2 pp; 1429 text chars.
CS/2024/CS_2024_S2_QP.pdf,CS,2024,2,QP,886167,b5012f2e7da399f4129e9ac5c1713493e3374ba9c9d30d600383dc535b3b5072,True,40,32511,65 (1-65),,https://gate2024.iisc.ac.in/wp-content/uploads/2024/CS224S6.pdf,n/a,"Official IISc Bengaluru; page header 'Computer Science and Information Technology Set 2 (CS2)' + 'Organizing Institute: IISc, Bengaluru'; year not printed in the text; PDF created 2024-02-14. URL from the site's WordPress media API (paper table blocked by the site's WAF). Q.1-65. 40 pp; 32511 text chars."
CS/2025/CS_2025_S1_KEY.pdf,CS,2025,1,KEY,209008,5de4a3171f8e9629832f2080b178e802fc81945e44826ac45e82c635d9959f2e,True,2,1473,11 (1-46),,https://gate2025.iitr.ac.in/doc/2025/2025_Key/CS1_Keys.pdf,final,"Official IIT Roorkee; the PDF says only 'Answer Key for Computer Science and Information Technology 1 (CS1)'; status taken from question-papers.html, which lists it under 'Final Answer Key'; PDF created 2025-03-10, after the Feb 27-Mar 01 2025 challenge window; session 1. 65 rows: GA 1-10 + CS-1 11-65; no MTA; each table cell is on its own line in the extracted text. 2 pp; 1473 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
CS/2025/CS_2025_S1_QP.pdf,CS,2025,1,QP,1024592,81a6517cc058c3a471dce9a39a6bb2291f4fff9aa7ebebe6a5f337f61e25ee81,True,64,36478,65 (1-65),,https://gate2025.iitr.ac.in/doc/2025/2025_QP/CS1.pdf,n/a,"Official IIT Roorkee; page header 'Computer Science and Information Technology (CS1)' + 'Organising Institute: IIT Roorkee'; PDF created 2025-02-25. Q.1-65. 64 pp; 36478 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
CS/2025/CS_2025_S2_KEY.pdf,CS,2025,2,KEY,209004,cd046a9c634aad151adff94bae3addbcb846fb8ab78710e415c684b4b8bb966a,True,2,1440,10 (1-46),,https://gate2025.iitr.ac.in/doc/2025/2025_Key/CS2_Keys.pdf,final,"Official IIT Roorkee; the PDF says 'Answer Key for Computer Science and Information Technology 2 (CS2)'; listed under 'Final Answer Key' on question-papers.html; PDF created 2025-03-10, after the challenge window; session 2. 65 rows: GA 1-10 + CS-2 11-65; no MTA; one table cell per line in the extracted text. 2 pp; 1440 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
CS/2025/CS_2025_S2_QP.pdf,CS,2025,2,QP,784221,6ed18668acb46b636ca0badf132d904756e4377a9972e8484a05eaebe9f17ddd,True,48,33175,65 (1-65),,https://gate2025.iitr.ac.in/doc/2025/2025_QP/CS2.pdf,n/a,"Official IIT Roorkee; page header 'Computer Science and Information Technology (CS2)' + 'Organising Institute: IIT Roorkee'; PDF created 2025-02-25. Q.1-65. 48 pp; 33175 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
CS/2026/CS_2026_S1_KEY.pdf,CS,2026,1,KEY,518125,7386d012225f9feb7dad1c9ab20c7f7bfc60b2ec91a1f768a49f5bd5bb9b2f28,True,2,1556,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/Keys/CS1_Keys.pdf,final,"Final INFERRED, not labelled: QPs-answer-keys.html says the keys 'were open to challenges ... February 25 to February 28, 2026' and they were posted after results; PDF created 2026-03-07, after the challenge window. Header 'Answer Key for Computer Science & Information Technology (CS-1)'; no year/institute in the key text; session 3. 65 rows: GA 1-10 + CS-1 11-65; no MTA. 2 pp; 1556 text chars."
CS/2026/CS_2026_S1_QP.pdf,CS,2026,1,QP,2455522,ccfa649cdb671e2ac777b266a3eba7729f902122ec5cd3553fef01dac409ed96,True,46,34950,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/QPs/CS1.pdf,n/a,Official IIT Guwahati; page text 'Computer Science & Information Technology (CS1)' + 'Organizing Institute: IIT Guwahati'; CS-1 = forenoon session; PDF created 2026-02-18. Q.1-65. 46 pp; 34950 text chars.
CS/2026/CS_2026_S2_KEY.pdf,CS,2026,2,KEY,518426,21cf19f9d4d5b1e93f87e0c8dd1dfe8edd06c1f4c8b3d4fc68b9d2529ea77f22,True,2,1588,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/Keys/CS2_Keys.pdf,final,"Final INFERRED, not labelled (same basis as CS-1: challenge window Feb 25-28 2026, posted after results, PDF created 2026-03-07). Header 'Answer Key for Computer Science & Information Technology (CS-2)'; session 4. 65 rows: GA 1-10 + CS-2 11-65; no MTA. 2 pp; 1588 text chars."
CS/2026/CS_2026_S2_QP.pdf,CS,2026,2,QP,2905404,5016950bc4e5c96676fb526e3247bab243a3dde422b6cb40a8531cc9b45f36ff,True,42,32766,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/QPs/CS2.pdf,n/a,Official IIT Guwahati; page text 'Computer Science & Information Technology (CS2)' + 'Organizing Institute: IIT Guwahati'; CS-2 = afternoon session; PDF created 2026-02-18. Q.1-65. 42 pp; 32766 text chars.
DA/2024/DA_2024_KEY.pdf,DA,2024,,KEY,312215,3dc72f5afde9eb2e87607c98d9e057a61ccd9ff798b6fe1ad831d1cee3cdb69d,True,2,1337,65 (1-65),,https://gate2024.iisc.ac.in/wp-content/uploads/2024/DAFinalAnswerKey.pdf,final,official IISc Bengaluru; PDF headed 'Final Answer Key'; uploaded 2024-03-14 (final-keys notice dated 2024-03-15); 65 rows (GA 10 + DA 55; 100 marks); Q59 = MTA; provisional 'Master Answer Key' https://gate2024.iisc.ac.in/wp-content/uploads/2024/DAKey.pdf (not saved) differs only at Q59 ('1 to 1')
DA/2024/DA_2024_QP.pdf,DA,2024,,QP,991009,8ba7f11014fc63413961cde0592da1ac67babf0bb0b488db33b5b86ade1db27b,True,41,28616,65 (1-65),,https://gate2024.iisc.ac.in/wp-content/uploads/2024/DA24S1.pdf,n/a,official IISc Bengaluru; page header 'Data Science and Artificial Intelligence (DA)' + 'Organizing Institute: IISc Bengaluru'; 41 pp; 28621 chars; Q.1-Q.65; year not printed in the text (from the gate2024 site; PDF created 2024-02-08); URL taken from the site's WordPress media API because the question-papers table loads via admin-ajax which the site's Azure WAF answers with 403
DA/2025/DA_2025_KEY.pdf,DA,2025,,KEY,208959,081f108d4a2d617895b6859a9e715504391c87f9a6f13593548869d71b33dc40,True,2,1305,7 (1-75),,https://gate2025.iitr.ac.in/doc/2025/2025_Key/DA_Keys.pdf,final,official IIT Roorkee; PDF itself says only 'Answer Key for Data Science and Artificial Intelligence (DA)'; status from question-papers.html which lists it under 'Final Answer Key'; PDF created 2025-03-10 after the Feb 27-Mar 01 2025 challenge window; 65 rows (GA 10 + DA 55; 100 marks); no MTA; server omits its intermediate cert so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL; verified to chain to GlobalSign Root R6; TLS verification on)
DA/2025/DA_2025_QP.pdf,DA,2025,,QP,7897137,69ba28fc60e64338113d99c90533025049b7c6e0c99c4f03d76d5ce9d70478c6,True,34,25888,65 (1-65),,https://gate2025.iitr.ac.in/doc/2025/2025_QP/DA.pdf,n/a,official IIT Roorkee; page header 'GATE 2025 Data Science & Artificial Intelligence - DA' + 'Organizing Institute: IIT Roorkee'; 34 pp; 25888 chars; Q.1-Q.65; extracted text keeps 48 TeX ligature chars (e.g. 'Artiﬁcial') - NFKC-normalize before matching; server omits its intermediate cert so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL; verified to chain to GlobalSign Root R6; TLS verification on)
DA/2026/DA_2026_KEY.pdf,DA,2026,,KEY,516882,f94cf2caf46e84cd06cc1591f375403b04466f8fa71e64ca87b49804d1e8dceb,True,2,1463,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/Keys/DA_Keys.pdf,final,official IIT Guwahati; PDF created 2026-03-07 after the Feb 25-28 challenge window
DA/2026/DA_2026_QP.pdf,DA,2026,,QP,2116753,4adb2f713433ec93748ff96bc04891dc10d877e8e4fb5fe7797e36ba87f298f3,True,39,30322,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/QPs/DA.pdf,n/a,official IIT Guwahati
DA/sample/DA_SAMPLE_QP.pdf,DA,SAMPLE,,QP,1473604,ddb742f82e10043f681c909855a49c7f6e2bba36f119157df6c75fcc70085759,True,29,24525,55 (1-55),,https://gate2024.iisc.ac.in/wp-content/uploads/2023/11/GATE2024DASampleQuestionPaperFinal.pdf,n/a,official IISc GATE 2024 DA sample paper ('Final' revision uploaded 2023-11-08); header 'GATE 2024 -- Data Science and Artificial Intelligence (DA) -- Sample Question Paper' (no institute named in the text; hosted on gate2024.iisc.ac.in); subject section only: Q.1-Q.55 with no GA section; 29 pp; 24528 chars; supersedes the Oct-2023 draft https://gate2024.iisc.ac.in/wp-content/uploads/2023/10/DataScienceAISampleQuestionPaper.pdf (not saved; reworded questions); no official key exists - the draft states answer keys will not be provided
ST/2021/ST_2021_KEY.pdf,ST,2021,,KEY,597316,e60e497921e9e177b6f5c34a53f336d807a73e4ceecfa025c7a667be48dbf23d,True,3,2085,55 (1-72),,https://gate2027.iitm.ac.in/static/doc/download/Answer_keys2021/st_2021.pdf,final,"Final INFERRED, not labelled. Pixel-identical to pp.28-30 of the official QP file created 2021-07-02, after the March 2021 results. Same file on gate2026.iitg.ac.in. Scanned pages re-saved by PDFium 2025-08-11 with an embedded OCR text layer of poor quality (rows 9/21/44 garbled; text kept as embedded, not re-OCRed). Header 'Graduate Aptitude Test in Engineering (GATE 2021) / Answer Keys and Marks for Subject/Paper: Statistics (ST)'; running title misprinted 'GATE 2019 Answer Key for Statistics (ST)' in the official file. Visually covers GA 1-10 + ST 1-55 (65 Qs); no MTA. Wayback has no copy of IIT Bombay's own key to confirm. 3 pp; 2011 text chars"
ST/2021/ST_2021_QP.pdf,ST,2021,,QP,7623513,3130750ff7bfc562e3f6d45fb16215c9511012628e05441a8519cdbd5b61408b,True,30,828,,"mostly scanned images, little extractable text",https://gate2027.iitm.ac.in/static/doc/download/2021/st_2021.pdf,n/a,"Official GATE 2021 paper (Organising Institute: IIT Bombay). Original 2021 site no longer hosts it; byte-identical copies also on gate2026.iitg.ac.in, gate2025.iitr.ac.in and gate2024.iisc.ac.in. IMAGE-ONLY PDF (0 non-space text chars; .txt is empty; not OCRed). Identity checked visually: header 'Graduate Aptitude Test in Engineering 2021 / Organising Institute - IIT Bombay / Statistics (ST)'. pp.1-27 questions numbered GA Q.1-Q.10 then ST Q.1-Q.55 (65 total; p.27 ends 'END OF THE QUESTION PAPER'); pp.28-30 = appended answer key identical to ST_2021_KEY.pdf. PDF created 2021-07-02 by 'GATE Office'. 30 pp; 29 text chars"
ST/2022/ST_2022_KEY.pdf,ST,2022,,KEY,429911,66d635d66b27af7bf2b7cdfed0920df22a7b487759934b6e95a8db82592eb55d,True,2,1484,65 (1-65),,https://gate2027.iitm.ac.in/static/doc/download/Answer_keys2022/st_2022.pdf,final,"Final INFERRED, not labelled. Text identical to IIT Kharagpur's original documents/ANS/ST_ANS_GATE2022.pdf: created 2022-03-16, after the Feb 2022 challenge window; unchanged in Wayback captures from 2022-03-18, after results, to 2022-09-29 (Wayback used for verification only). Same file on gate2026.iitg.ac.in; PDFium re-save 2025-08-11. Header banner is an image ('GATE 2022 ... Organised by IIT Kharagpur'), so the text layer only has subject code 'ST' and no year. Rows 1-65; no MTA. 2 pp; 1438 text chars"
ST/2022/ST_2022_QP.pdf,ST,2022,,QP,2372751,ecd6e8a82710fb702ae599a9acda60aa002f87cfa04f79123ee80e2e32b4a10d,True,42,32275,64 (1-65),,https://gate2027.iitm.ac.in/static/doc/download/2022/st_2022.pdf,n/a,"Official GATE 2022 paper (IIT Kharagpur); text 'GATE 2022 Statistics (ST)'. Same file on gate2026/gate2025/gate2024 sites. Original gate.iitkgp.ac.in unreachable (TLS reset upstream). pp.1-40 questions; pp.41-42 appended key identical to ST_2022_KEY.pdf. All 65 questions present: Q.48 is misprinted as a second 'Q.38' (p.34) in the official paper, so the text shows Q.1-47,49-65. 42 pp; 31154 text chars"
ST/2023/ST_2023_KEY.pdf,ST,2023,,KEY,100220,ce658fce60d57015a0a32374b9d6959edbe5d0983118c0bb0513cbcae512bf53,True,2,1383,65 (1-65),,https://gate2027.iitm.ac.in/static/doc/download/Answer_keys2023/ST_ANS_GATE2023.pdf,final,"Final INFERRED, not labelled. IIT Kanpur Excel export titled 'GATE 2023 Statistics (ST)', created 2023-03-06, after the Feb 2023 challenge window. Byte-identical (SHA-1) to IITK's own gate.iitk.ac.in/GATE2023/doc/papers/2023/ANS/ST_ANS_GATE2023.pdf per Wayback digest; unchanged in captures from 2023-06 to 2026-02. Rows 1-65; no MTA. 2 pp; 1334 text chars"
ST/2023/ST_2023_QP.pdf,ST,2023,,QP,622683,52f90f32cab0000101bd6d606a52247c9e4af6c29c5233a13a7988464d4acc26,True,48,32859,65 (1-65),,https://gate2027.iitm.ac.in/static/doc/download/2023/st_2023.pdf,n/a,"Official GATE 2023 paper; every page headed 'Statistics (ST)' / 'Organizing Institute: IIT Kanpur'. Same file on gate2024.iisc.ac.in. Original gate.iitk.ac.in unreachable (proxy CONNECT 502, upstream). Q.1-Q.65 all found. 48 pp; 31574 text chars"
ST/2024/ST_2024_KEY.pdf,ST,2024,,KEY,311559,cce592b475a10a7d5e07a9e969e65b009f9b87416e6d9a6be9155b8b04ef50dd,True,2,1339,65 (1-65),,https://gate2024.iisc.ac.in/wp-content/uploads/2024/STFinalAnswerKey.pdf,final,Labelled 'Statistics (ST) Final Answer Key' (uploaded 2024-03-14). The provisional STKey.pdf (2024-02-17) was not downloaded. Rows 1-65; no MTA. 2 pp; 1290 text chars
ST/2024/ST_2024_QP.pdf,ST,2024,,QP,860460,77aeac0b1c534579c3234e889a15d71bf67b20ffc43c5b3abcec948f6b5da0e6,True,47,37565,65 (1-65),,https://gate2024.iisc.ac.in/wp-content/uploads/2024/ST24S6.pdf,n/a,"Official IISc paper ST24S6 ('S6' = exam session 6; ST had only one paper). Every page headed 'Statistics (ST)' / 'Organizing Institute: IISc, Bengaluru'. URL found via the site's WordPress media API: the question-papers table's AJAX endpoint returns 403 from IISc's own gateway. Same file linked on gate2027 as ST24S6.pdf. Q.1-Q.65 all found. 47 pp; 36310 text chars"
ST/2025/ST_2025_KEY.pdf,ST,2025,,KEY,209019,01366346adb115cb9c48538d3c1696b7c96ddd8babb4f3c759a7cc3d3e5588de,True,2,1378,12 (1-50),,https://gate2025.iitr.ac.in/doc/2025/2025_Key/ST_Keys.pdf,final,"Linked in the 'Final Answer Key' column of gate2025.iitr.ac.in/question-papers.html. PDF title 'GATE2025 - Key' (author IIT Roorkee), created 2025-03-10, after the 27 Feb-1 Mar 2025 challenge window. Rows 1-65; no MTA. Fetched with the same cert fix as the QP. 2 pp; 1330 text chars"
ST/2025/ST_2025_QP.pdf,ST,2025,,QP,673136,b00576a265ff8ba17514c87e88c056af2daf133f4e229e2b67d43f5025ba87b9,True,36,26346,65 (1-65),,https://gate2025.iitr.ac.in/doc/2025/2025_QP/ST.pdf,n/a,"Official IIT Roorkee paper; pages headed 'Statistics (ST)' / 'Organizing Institute: IIT Roorkee'. The server omits its intermediate certificate, so it was fetched with verification on using curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL). Q.1-Q.65 all found. 36 pp; 25389 text chars"
ST/2026/ST_2026_KEY.pdf,ST,2026,,KEY,516853,99ffbae0010c4508c363bb665c05e63a15dc93ad8e65718d548f1789f1987f18,True,2,1468,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/Keys/ST_Keys.pdf,final,"Final INFERRED, not labelled. Titled 'Answer Key for Statistics (ST)'; PDF created 2026-03-07, after the 25-28 Feb 2026 challenge window. The IITG site says the keys 'were open to challenges' (past tense), and its news ticker shows papers and keys going up on the site after challenges and defect rectification, before results; provisional keys were only in the GOAPS candidate portal. Rows 1-65; no MTA. 2 pp; 1424 text chars"
ST/2026/ST_2026_QP.pdf,ST,2026,,QP,2059873,d5399cd09e06b321c7350ee6bb53e955afa9229b0279d34376a0655b43669fd6,True,50,32561,65 (1-65),,https://gate2026.iitg.ac.in/doc/download/2026/QPs/ST.pdf,n/a,Official IIT Guwahati paper; every page headed 'Statistics (ST)' / 'Organizing Institute: IIT Guwahati'. Q.1-Q.65 all found. 50 pp; 31221 text chars
