file,source_url,retrieved_utc,key_status,notes
2024/CS_2024_S2_QP.pdf,https://gate2024.iisc.ac.in/wp-content/uploads/2024/CS224S6.pdf,2026-09-23T17:12:29Z,n/a,"Official IISc Bengaluru; page header 'Computer Science and Information Technology Set 2 (CS2)' + 'Organizing Institute: IISc, Bengaluru'; year not printed in the text; PDF created 2024-02-14. URL from the site's WordPress media API (paper table blocked by the site's WAF). Q.1-65. 40 pp; 32511 text chars."
2024/CS_2024_S2_KEY.pdf,https://gate2024.iisc.ac.in/wp-content/uploads/2024/CS2FinalAnswerKey.pdf,2026-09-23T17:12:33Z,final,Official IISc; PDF footer 'Computer Science & Information Technology (CS2) Final Answer Key'; uploaded 2024-03-14; session 6. 65 rows: GA 1-10 + CS-2 11-65; no MTA. Provisional key .../uploads/2024/CS2Key.pdf (2024-02-17) not saved. 2 pp; 1429 text chars.
2025/CS_2025_S1_QP.pdf,https://gate2025.iitr.ac.in/doc/2025/2025_QP/CS1.pdf,2026-09-23T17:12:49Z,n/a,"Official IIT Roorkee; page header 'Computer Science and Information Technology (CS1)' + 'Organising Institute: IIT Roorkee'; PDF created 2025-02-25. Q.1-65. 64 pp; 36478 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
2025/CS_2025_S1_KEY.pdf,https://gate2025.iitr.ac.in/doc/2025/2025_Key/CS1_Keys.pdf,2026-09-23T17:12:53Z,final,"Official IIT Roorkee; the PDF says only 'Answer Key for Computer Science and Information Technology 1 (CS1)'; status taken from question-papers.html, which lists it under 'Final Answer Key'; PDF created 2025-03-10, after the Feb 27-Mar 01 2025 challenge window; session 1. 65 rows: GA 1-10 + CS-1 11-65; no MTA; each table cell is on its own line in the extracted text. 2 pp; 1473 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
2025/CS_2025_S2_QP.pdf,https://gate2025.iitr.ac.in/doc/2025/2025_QP/CS2.pdf,2026-09-23T17:12:58Z,n/a,"Official IIT Roorkee; page header 'Computer Science and Information Technology (CS2)' + 'Organising Institute: IIT Roorkee'; PDF created 2025-02-25. Q.1-65. 48 pp; 33175 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
2025/CS_2025_S2_KEY.pdf,https://gate2025.iitr.ac.in/doc/2025/2025_Key/CS2_Keys.pdf,2026-09-23T17:13:01Z,final,"Official IIT Roorkee; the PDF says 'Answer Key for Computer Science and Information Technology 2 (CS2)'; listed under 'Final Answer Key' on question-papers.html; PDF created 2025-03-10, after the challenge window; session 2. 65 rows: GA 1-10 + CS-2 11-65; no MTA; one table cell per line in the extracted text. 2 pp; 1440 text chars. Server omits its intermediate cert, so fetched with curl --cacert (proxy CA bundle + 'GlobalSign GCC R6 AlphaSSL CA 2025' from the leaf's AIA URL, fetched over HTTPS; verified to chain to GlobalSign Root R6; TLS verification on)"
2026/CS_2026_S1_QP.pdf,https://gate2026.iitg.ac.in/doc/download/2026/QPs/CS1.pdf,2026-09-23T17:13:20Z,n/a,Official IIT Guwahati; page text 'Computer Science & Information Technology (CS1)' + 'Organizing Institute: IIT Guwahati'; CS-1 = forenoon session; PDF created 2026-02-18. Q.1-65. 46 pp; 34950 text chars.
2026/CS_2026_S1_KEY.pdf,https://gate2026.iitg.ac.in/doc/download/2026/Keys/CS1_Keys.pdf,2026-09-23T17:13:25Z,final,"Final INFERRED, not labelled: QPs-answer-keys.html says the keys 'were open to challenges ... February 25 to February 28, 2026' and they were posted after results; PDF created 2026-03-07, after the challenge window. Header 'Answer Key for Computer Science & Information Technology (CS-1)'; no year/institute in the key text; session 3. 65 rows: GA 1-10 + CS-1 11-65; no MTA. 2 pp; 1556 text chars."
2026/CS_2026_S2_QP.pdf,https://gate2026.iitg.ac.in/doc/download/2026/QPs/CS2.pdf,2026-09-23T17:14:30Z,n/a,Official IIT Guwahati; page text 'Computer Science & Information Technology (CS2)' + 'Organizing Institute: IIT Guwahati'; CS-2 = afternoon session; PDF created 2026-02-18. Q.1-65. 42 pp; 32766 text chars.
2026/CS_2026_S2_KEY.pdf,https://gate2026.iitg.ac.in/doc/download/2026/Keys/CS2_Keys.pdf,2026-09-23T17:14:35Z,final,"Final INFERRED, not labelled (same basis as CS-1: challenge window Feb 25-28 2026, posted after results, PDF created 2026-03-07). Header 'Answer Key for Computer Science & Information Technology (CS-2)'; session 4. 65 rows: GA 1-10 + CS-2 11-65; no MTA. 2 pp; 1588 text chars."
